2019rank,name,url,linkedin,city,state,country,phone,interview,growth,leadinvestor,july2018employees,feb2019employees,6monthincrease
618,Acquia,acquia.com,http://www.linkedin.com/company/acquia/employee-insights,Boston,MA,,781.238.8600,,,Amazon/NEA,818,852,4.16%
619,Avangate,avangate.com,http://www.linkedin.com/company/avangate,Atlanta,GA,,650.249.5280,,,,188,197,4.79%
620,Skyslope,skyslope.com,http://www.linkedin.com/company/skyslope,Sacramento,CA,,800-507-4117,,,,102,107,4.90%
621,LifeRay,liferay.com,https://www.linkedin.com/company/liferay-inc-,Diamond Bar,CA,,877.543.3729,,,,805,838,4.10%
622,Engagor,clarabridge.com,http://www.linkedin.com/company/clarabridge,Reston,VA,,800.239.7515,,,Hummingbird,260,272,4.62%
623,Birst,birst.com,http://www.linkedin.com/company/birst,San Francisco,CA,,415-766-4800,,,Wellington/Sequoia,219,229,4.57%
624,Joomla,joomla.org,http://www.linkedin.com/company/joomla,Toronto,ON,,,,,,151,158,4.64%
625,Nuxeo Platform,nuxeo.com,http://www.linkedin.com/company/nuxeo,Brooklyn,NY,,800.544.2676,,,Kennet/Goldman,151,158,4.64%
626,Apptricity,apptricity.com,http://www.linkedin.com/company/apptricity,Irving,TX,,214-596-0601,,,,85,89,4.71%
627,AppointmentPlus,appointment-plus.com,http://www.linkedin.com/company/appointment-plus,Scottsdale,AZ,,480.483.1199,,,,85,89,4.71%
628,Sucuri,sucuri.net,http://www.linkedin.com/company/sucuri-security,Fredericton,NB,,888.873.0817,,,,64,67,4.69%
629,elcomCMS,elcomcms.com,https://www.linkedin.com/company/elcom,San Francisco,CA,,917.628.2373,,,,247,258,4.45%
630,CoSchedule,coschedule.com,http://www.linkedin.com/company/coschedule,Bismarck,ND,,701-595-0567,,https://www.emergingprairie.com/coschedule-reaches-2m-reocurring-revenue/,Gen7/Jay Baer,66,69,4.55%
631,K2 BlackPearl,k2.com,http://www.linkedin.com/company/k2,Bellevue,WA,,425-883-4200,,,Francisco,573,596,4.01%
632,CallPage,callpage.io,https://www.linkedin.com/company/call-page,Krak,,,48-796-155-216,,,,67,70,4.48%
633,Braintree,braintreepayments.com,http://www.linkedin.com/company/braintree,Chicago,IL,,,,,NEA/Accel,643,668,3.89%
634,Threatmetrix,threatmetrix.com,http://www.linkedin.com/company/threatmetrix,San Jose,CA,,408-200-5700,,,,259,270,4.25%
635,Spark Hire,sparkhire.com,http://www.linkedin.com/company/spark-hire-inc-,Northbrook,IL,,800-219-0480,,,,45,47,4.44%
636,Kenshoo,kenshoo.com,http://www.linkedin.com/company/kenshoo,Tel Aviv,ISR,,415-536-2830,,,Bain/Sequoia,604,627,3.81%
637,Gryphon Networks,gryphonnetworks.com,http://www.linkedin.com/company/gryphon-networks,Norwood,MA,,866-366-6822,,,,70,73,4.29%
638,Cylance,cylance.com,https://www.linkedin.com/company/cylanceinc/,Irvine,CA,USA,949-565-3505,,,,904,936,3.54%
639,j2 Global,j2global.com,http://www.linkedin.com/company/j2-global,Los Angeles,CA,,323.860.9200,,,,774,802,3.62%
640,Aria Systems,ariasystems.com,http://www.linkedin.com/company/aria-systems/,San Francisco,CA,,415-852-7250,,,,147,153,4.08%
641,HireVue,hirevue.com,http://www.linkedin.com/company/hirevue,South Jordan,UT,,801-316-2910,,https://growtheverywhere.com/growth-everywhere-interview/mark-newman/,,334,347,3.89%
642,Nakisa,nakisa.com,http://www.linkedin.com/company/nakisa,Montreal,QC,,514.228.2000,,,,253,263,3.95%
643,Astea FieldCentrix,astea.com,http://www.linkedin.com/company/astea,Horsham,PA,,800-347-7334,,,,202,210,3.96%
644,Chartbeat,chartbeat.com,https://www.linkedin.com/company/chartbeat/,New York,NY,,646-786-8472,,,,74,77,4.05%
645,Motionsoft,motionsoft.net,http://www.linkedin.com/company/motionsoft,Rockville,MD,,301-255-6400,,,,100,104,4.00%
646,ACL Analytics,acl.com,http://www.linkedin.com/company/acl,Vancouver,BC,,604.669.4225,,,,902,932,3.33%
647,Clarizen,clarizen.com,http://www.linkedin.com/company/clarizen,San Mateo,CA,,866.502.9813,,,,206,214,3.88%
648,RentWorks,rentworks.co.za,https://www.linkedin.com/company/rentworks-africa-pty-ltd-,Bryanston,,,,,,,101,105,3.96%
649,Attendify,attendify.com,http://www.linkedin.com/company/attendify,San Francisco,CA,,866-944-8678,,,,76,79,3.95%
650,Payscale,payscale.com,http://www.linkedin.com/company/payscale-inc.,Seattle,WA,,206.223.7590,,,Sapphire/Trinity,475,492,3.58%
651,FishEye,fisheye.net,http://www.linkedin.com/company/fisheye-software,Maynard,MA,,978-461-0100,,,,51,53,3.92%
652,clickdimensions,clickdimensions.com,http://www.linkedin.com/company/clickdimensions,Atlanta,GA,,,,,,185,192,3.78%
653,Terminus,terminus.com,https://www.linkedin.com/company/terminus-account-based-marketing/,Atlanta,GA,,,,,,159,165,3.77%
654,Conga,getconga.com,http://www.linkedin.com/company/conga,Broomfield,CO,,303.465.161,,https://www.readitquik.com/news/off-premises/congas-customers-double-yoy/,Salesforce,453,469,3.53%
655,TeamSnap,teamsnap.com,https://www.linkedin.com/company/teamsnap,Boulder,CO,,,,,Access Venture,132,137,3.79%
656,InMotion Hosting,inmotionhosting.com,http://www.linkedin.com/company/inmotion-hosting,Los Angeles,CA,,888-321-4678,,,,248,257,3.63%
657,EngineerBabu,engineerbabu.com,https://www.linkedin.com/company/engineerbabu,Indore,Madhya Pradesh,,91.822 500 7007,,,Scale Ventures,79,82,3.80%
658,Pathmatics,Pathmatics.com,https://www.linkedin.com/company/pathmatics-inc,Santa Monica,CA,,,,,,53,55,3.77%
659,Church Community Builder,churchcommunitybuilder.com,http://www.linkedin.com/company/church-community-builder,Colorado Springs,CO,,,,,,108,112,3.70%
660,SaltStack,saltstack.com,http://www.linkedin.com/company/salt-stack-inc,Lehi,UT,,801.207.7440,,,,82,85,3.66%
661,ON24,on24.com,http://www.linkedin.com/company/on24,San Francisco,CA,,415-369-8000,,,RHO/USVP,521,538,3.26%
662,GetResponse,getresponse.com,http://www.linkedin.com/company/getresponse,Wilmington,DE,,877-362-4547,,,,351,363,3.42%
663,Sciforma,sciforma.com,http://www.linkedin.com/company/sciforma-corporation,Los Gatos,CA,,408.354.0144,,,,113,117,3.54%
664,Market Leader,marketleader.com,https://linkedin.com/company/market-leader,Bellevue,WA,,425-952-5500,,,,235,243,3.40%
665,ServiceMax,servicemax.com,http://www.linkedin.com/company/servicemax,Pleasanton,CA,,925-965-7859,,,Crosslink/Mayfield,534,551,3.18%
666,Vonage,enterprise.vonage.com,https://www.linkedin.com/company/vonagebusiness,Holmdel,NJ,,732.528.2600,,,Bain/NEA/Meritech,697,718,3.01%
667,FreeConferenceCall.com,freeconferencecall.com,http://www.linkedin.com/company/freeconferencecall.com,Long Beach,CA,,562.437.1411,,,,88,91,3.41%
668,Cloudways,cloudways.com,https://www.linkedin.com/company/cloudways,Mosta,MT,,44 330 001 0338,,,,59,61,3.39%
669,PubMatic,pubmatic.com,http://www.linkedin.com/company/pubmatic/activity,Redwood City,CA,,650-331-3485,,,Nokia/Nexus,490,505,3.06%
670,Constant Contact,constantcontact.com,http://www.linkedin.com/company/constant-contact,Waltham,MA,,781-472-8100,,,Greylock,830,853,2.77%
671,Prophix Software,prophix.com,http://www.linkedin.com/company/prophix-software,Mississauga,ON,,905-279-8711,,,,256,264,3.13%
672,screenflow,telestream.net,http://www.linkedin.com/company/telestream,Nevada City,CA,,530.470.1300,,,,293,302,3.07%
673,Kaseya BMS,kaseya.com,http://www.linkedin.com/company/kaseya,Waltham,MA,,415.694.5700,,,IVP/Whitman,521,536,2.88%
674,Acquisio,acquisio.com,http://www.linkedin.com/company/acquisio,Brossard,,,450-465-2631,,,,130,134,3.08%
675,Stackla,stackla.com,https://www.linkedin.com/company/stackla/,Crows Nest,NSW,,61-2-8999-0555,,,,64,66,3.13%
676,erecruit,erecruit.com,http://www.linkedin.com/company/erecruit---enterprise-staffing-software,Boston,MA,,617.391.0533,,,,166,171,3.01%
677,Capture One Pro,phaseone.com,http://www.linkedin.com/company/phase-one,Frederiksberg,DK,,,,,,308,317,2.92%
678,TrendKite,trendkite.com,http://www.linkedin.com/company/trendkite,Austin,TX,,512-298-0100,,https://techcrunch.com/2016/11/04/trendkite-series-d/,Mercury/Adams,236,243,2.97%
679,LiveHelpNow,livehelpnow.net,http://www.linkedin.com/company/livehelpnow,Willow Grove,PA,,877.548.3001,,,,65,67,3.08%
680,ShoreTel,shoretel.com,http://www.linkedin.com/company/shoretel,Sunnyvale,CA,,408.331.3300,,,Crosspoint/Lehman,971,995,2.47%
681,FreshBooks,freshbooks.com,https://www.linkedin.com/company/freshbooks,Toronto,ON,,416-481-6946,,,,279,287,2.87%
682,SocialChorus,socialchorus.com,http://www.linkedin.com/company/socialchorus,San Francisco,CA,,415.655.2700,,,,137,141,2.92%
683,JReport,jinfonet.com,http://www.linkedin.com/company/jinfonet-software/,Rockville,MD,,240.477.1000,,,,68,70,2.94%
684,Host Analytics,hostanalytics.com,https://www.linkedin.com/company/host-analytics-inc,Redwood City,CA,,650-249-7100,,,Centerview/NextWorld,326,335,2.76%
685,Stitch Labs,stitchlabs.com,http://www.linkedin.com/company/stitch-labs-inc-,San Francisco,CA,,415.323.0630,,,,69,71,2.90%
686,Contactually,contactually.com,http://www.linkedin.com/company/contactually,Washington,DC,,202.770.3777,,,Grotech/Rally/Flight,71,73,2.82%
687,Mailjet,mailjet.com,http://www.linkedin.com/company/mailjet,Paris,FRA,,,,,,110,113,2.73%
688,OpenStack,openstack.org,http://www.linkedin.com/company/openstack,Austin,TX,,512-539-1154,,,,225,231,2.67%
689,Mintigo,mintigo.com,http://www.linkedin.com/company/mintigo,San Mateo,CA,,650.278.4180,,,,73,75,2.74%
690,SendGrid,sendgrid.com,http://www.linkedin.com/company/sendgrid,Denver,CO,,303-552-0653,,,Bain/Bessemer,456,467,2.41%
691,MobileIron,mobileiron.com,http://www.linkedin.com/company/mobileiron,Mountain View,CA,,650-919-8100,,,IVP/Norwest/Sequoia,942,962,2.12%
692,Calyx Point,calyxsoftware.com,http://www.linkedin.com/company/calyx-software,San Jose,CA,,408-997-5525,,,,159,163,2.52%
693,XMind,xmind.net,https://www.linkedin.com/company/xmind-ltd,,,,1-415-501-0682,,,,39,40,2.56%
694,Dubber,dubber.net,http://www.linkedin.com/company/dubber,Melbourne,AUS,,,,,,39,40,2.56%
695,Lynda.com,lynda.com,https://www.linkedin.com/company/lynda-com/,Carpinteria,CA,,,,,Accel/Spectrum,482,493,2.28%
696,volusion,volusion.com,http://www.linkedin.com/company/volusion/employee-insights,Austin,TX,,,,,,300,307,2.33%
697,Cognitev,cognitev.com,https://www.linkedin.com/company/cognitev,Dubai,Dubai,Dubai,,,,Accelero,40,41,2.50%
698,Lingvist,lingvist.com,https://www.linkedin.com/company/lingvist,Tallinn,,,,,,,40,41,2.50%
699,Q360 PSA Solution,solutions360.com,http://www.linkedin.com/company/solutions360-inc.,Newmarket,ON,,800.450.7748,,,,41,42,2.44%
700,MyCase,mycase.com,http://www.linkedin.com/company/mycase,Goleta,CA,,800-571-8062,,,,41,42,2.44%
701,moxtra,moxtra.com,http://www.linkedin.com/company/moxtra,Cupertino,CA,,408.498.9217,,,,84,86,2.38%
702,Work Market,workmarket.com,http://www.linkedin.com/company/work-market/employee-insights,Huntington,NY,,212-229-9675,,,Foundry/Union Square,511,522,2.15%
703,Ipro Allegro,iprotech.com,http://www.linkedin.com/company/ipro-tech,Tempe,AZ,,602-324-4776,,,,172,176,2.33%
704,Infinite Campus,infinitecampus.com,http://www.linkedin.com/company/infinite-campus,Minneapolis,MN,,,,,,363,371,2.20%
705,Actian,actian.com,https://www.linkedin.com/company/actian-corporation,Palo Alto,CA,,650-587-5500,,,,316,323,2.22%
706,Leadfeeder,leadfeeder.com,https://www.linkedin.com/company/leadfeeder,Helsinki,,,,,,,42,43,2.38%
707,Edmodo,edmodo.com,http://www.linkedin.com/company/edmodo,San Mateo,CA,,650-513-2735,,,,135,138,2.22%
708,Winmo,winmo.com,https://www.linkedin.com/company/winmo-sales-intelligence,Atlanta,GA,,800-941-6562,,,,45,46,2.22%
709,Avira,avira.com,https://www.linkedin.com/company/avira-gmbh,San Francisco,CA,,800.403.7019,,,,406,414,1.97%
710,Corporate360,Corporate360.us,https://www.linkedin.com/company/corporate-360/,San Francisco,CA,,,,,,243,248,2.06%
711,Path LMS,blueskyelearn.com,https://www.linkedin.com/company/blue-sky-elearn,San Diego,CA,,(858) 900-2223,,,,47,48,2.13%
712,RapidMiner,rapidminer.com,https://www.linkedin.com/company/rapidminer,Boston,MA,,617.401.7708,,,,95,97,2.11%
713,Belly,bellycard.com,http://www.linkedin.com/company/belly,Chicago,IL,,866-620-3534,,,,49,50,2.04%
714,NetX,netx.net,https://www.linkedin.com/company/netx.,Portland,OR,,503.499.4342,,,,49,50,2.04%
715,EverString,everstring.com,http://www.linkedin.com/company/everstring-technology,San Mateo,CA,,650-425-3937,,,Lightspeed,101,103,1.98%
716,BQE,bqesoftware.com,https://www.linkedin.com/company/bqe-software,Torrance,CA,USA,,,,,207,211,1.93%
717,dotloop,dotloop.com,http://www.linkedin.com/company/dotloop,Cincinnati,OH,,513-257-0550,,,,160,163,1.88%
718,Certain Event Automation,certain.com,http://www.linkedin.com/company/certain-inc-,San Francisco,CA,,415-353-5330,,,,106,108,1.89%
719,Yellowfin BI,yellowfinbi.com,https://www.linkedin.com/company/yellowfin,Melbourne,VA,,61.3.8617.4954,,,,108,110,1.85%
720,Cygilant,Cygilant.com,https://www.linkedin.com/company/cygilant/,Boston,MA,,,,,,111,113,1.80%
721,Brainshark,brainshark.com,http://www.linkedin.com/company/brainshark,Waltham,MA,,781-370-8000,,,,240,244,1.67%
722,Animoto,animoto.com,http://www.linkedin.com/company/animoto/,New York,NY,,415-423-1923,,,,116,118,1.72%
723,Shareablee,shareablee.com,http://www.linkedin.com/company/shareablee-inc,New York,NY,,212-964-0736,,,SoftBank,57,58,1.75%
724,Jenzabar SONIS,jenzabar.com,http://www.linkedin.com/company/jenzabar,Boston,MA,,,,,Omnicom,371,377,1.62%
725,Digimind Social,digimind.com,http://www.linkedin.com/company/digimind,Cambridge,MA,,800-510-3790,,,,251,255,1.59%
726,Extensis Portfolio,extensis.com,http://www.linkedin.com/company/extensis,Portland,OR,,503.274.2020,,,,124,126,1.61%
727,BrandpointHUB,hub.brandpoint.com,https://www.linkedin.com/company/brandpoint,Hopkins,MN,,952-278-0780,,,,64,65,1.56%
728,RoboForm,roboform.com,https://www.linkedin.com/company/siber-systems,Fairfax,VA,,703.218.1851,,,,65,66,1.54%
729,ConnectLeader,connectleader.com,http://www.linkedin.com/company/connectleader,Salem,NH,,603.952.2500,,,,67,68,1.49%
730,BillQuick,billquickonline.com,https://www.linkedin.com/company/bqe-software,Torrance,CA,,888) 530 3085,,,,207,210,1.45%
731,NetBase,netbase.com,https://www.linkedin.com/company/netbase-solutions-inc-,Santa Clara,CA,,650-810-2100,,,,142,144,1.41%
732,Ranorex,ranorex.com,http://www.linkedin.com/company/ranorex-gmbh,Clearwater,FL,,727.835.5570,,,,69,70,1.45%
733,Devolutions,devolutions.net,http://www.linkedin.com/company/devolutions-inc-,Lavaltrie,QC,,888.935.0608,,,,71,72,1.41%
734,Fusion,blackmagicdesign.com,https://www.linkedin.com/company/blackmagic-design,Fremont,CA,,408-954-0500,,,,474,480,1.27%
735,Confirmit,confirmit.com,http://www.linkedin.com/company/confirmit,New York,NY,,212-660-1800,,,,391,396,1.28%
736,Zerys,zerys.com,http://www.linkedin.com/company/zerys,Chardon,OH,,888-864-8398,,,,73,74,1.37%
737,Blurb,blurb.com,http://www.linkedin.com/company/blurb,San Francisco,CA,,415-364-6300,,,,156,158,1.28%
738,Workforce Softweare,workforcesoftware.com,http://www.linkedin.com/company/workforce-software,Livonia,MI,,734.542.4100,,,Insight/Triangle,525,531,1.14%
739,CELUM,celum.com,https://www.linkedin.com/company/celum,Linz,,,844.444.8420,,,,78,79,1.28%
740,Vuture,vutu.re,https://www.linkedin.com/company/vuture,London,ENG,ENG,,,,Bootstrapped,79,80,1.27%
741,Xactly,xactlycorp.com,http://www.linkedin.com/company/xactly-corporation,San Jose,CA,,408.977.3132,,,Bridgescale/Cheyenne Capital,667,674,1.05%
742,GrabCAD Workbench,grabcad.com,http://www.linkedin.com/company/grabcad,Cambridge,MA,,857.366.6780,,,,85,86,1.18%
743,Aerospike,aerospike.com,http://www.linkedin.com/company/aerospike-inc-,Mountain View,CA,,408-462-2376,,,NEA,85,86,1.18%
744,kintone,kintone.com,https://www.linkedin.com/company/kintoneusa/,San Francisco,CA,,415-255-3019,,,,88,89,1.14%
745,Smartling,smartling.com,http://www.linkedin.com/company/smartling/blank,New York,NY,,866.707.6278,,,,181,183,1.10%
746,Act-On,act-on.com,http://www.linkedin.com/company/act-on-software-inc.,Neuilly s/seine,,,(319) 337-1270,,,TCV/NVP/Trinity/USVP,283,286,1.06%
747,BetterWorks,betterworks.com,http://www.linkedin.com/company/betterworks,Redwood City,CA,,844.438.2388,,,,92,93,1.09%
748,Return Path,returnpath.com,http://www.linkedin.com/company/return-path,New York,NY,,212-905-5500,,,Union Square/Vista,496,501,1.01%
749,Zimbra Collaboration,zimbra.com,http://www.linkedin.com/company/zimbra,Frisco,TX,,877.492.9484,,,,94,95,1.06%
750,FUEL CYCLE,fuelcycle.com,https://www.linkedin.com/company/fuelcycle,Los Angeles,CA,,323-863-3179,,,StarVest/Steamboat,97,98,1.03%
751,Codecademy,codecademy.com,http://www.linkedin.com/company/codecademy,New York City,NY,,970-515-6442,,,,196,198,1.02%
752,Huddle,huddle.com,http://www.linkedin.com/company/huddle,London,UK,,44-870-977-2212,,,,103,104,0.97%
753,WatchGuard,watchguard.com,http://www.linkedin.com/company/watchguard-technologies,Seattle,WA,,206.613.6600,,,IDG,699,705,0.86%
754,SwiftPage,swiftpage.com,https://www.linkedin.com/company/swiftpage/,Denver,CO,,,,,,212,214,0.94%
755,Squiz Matrix,squiz.net,https://www.linkedin.com/company/squiz,Sydney,NSW,,44.20.7183.6801,,,,344,347,0.87%
756,Panorama Necto,panorama.com,http://www.linkedin.com/company/panorama-software,Toronto,ON,,877.709.5848,,,,125,126,0.80%
757,Listrak,Listrak.com,http://www.linkedin.com/company/listrak,Lititz,PA,,,,,,288,290,0.69%
758,Yotpo,yotpo.com,http://www.linkedin.com/company/yotpo,New York City,NY,,646-977-7959,,,Bessemer/Marker,305,307,0.66%
759,NGP VAN,ngpvan.com,http://www.linkedin.com/company/ngp-van,Washington,DC,,202-686-9330,,,,163,164,0.61%
760,Adestra,adestra.com,https://www.linkedin.com/company/adestra,Oxford,UK,,,,,,167,168,0.60%
761,Network Solutions,networksolutions.com,http://www.linkedin.com/company/network-solutions,Herndon,VA,,570-708-8788,,,General Atlantic,738,741,0.41%
762,Vendasta,vendasta.com,http://www.linkedin.com/company/vendasta-technologies-inc-,Saskatoon,SK,,306-955-5512,,,,264,265,0.38%
763,Couchbase,couchbase.com,http://www.linkedin.com/company/couchbase,San Francisco,CA,,650-417-7500,,,Accel/Mayfield,385,386,0.26%
764,Replicon,replicon.com,http://www.linkedin.com/company/replicon,Redwood City,CA,,650.286.9200,,,Emergence/Social,527,528,0.19%
765,Cleverbridge,cleverbridge.com,http://www.linkedin.com/company/cleverbridge,Cologne,GER,,,,,,252,252,0.00%
766,BurrellesLuce WorkFlow,burrellesluce.com,http://www.linkedin.com/company/burrellesluce,Florham Park,NJ,,973-992-6600,,,,180,180,0.00%
767,Monetate,monetate.com,https://www.linkedin.com/company/monetate-inc-,Conshohocken,PA,,484.323.6313,,,,154,154,0.00%
768,Qstream,qstream.com,http://www.linkedin.com/company/qstream,Burlington,MA,,781-222-2020,,,,81,81,0.00%
769,Lattice Engines,lattice-engines.com,http://www.linkedin.com/company/lattice-engines,San Mateo,CA,,877-460-0010,,,,139,139,0.00%
770,Unanet,unanet.com,http://www.linkedin.com/company/unanet-technologies,Dulles,VA,,703.689.9440,,,,155,155,0.00%
771,MindTouch,mindtouch.com,https://www.linkedin.com/company/mindtouch,San Diego,CA,,619-795-8459,,,,103,103,0.00%
772,MailUp,mailup.com,https://www.linkedin.com/company/mailup,Milano,ITA,,888-962-4587,,,,112,112,0.00%
773,Greater Giving,greatergiving.com,http://www.linkedin.com/company/greater-giving,Beaverton,OR,,800-276-5992,,,,113,113,0.00%
774,LeadSpace,leadspace.com,http://www.linkedin.com/company/leadspace-,San Francisco,CA,,855-532-3772,,,,100,100,0.00%
775,Kapost,kapost.com,http://www.linkedin.com/company/kapost,Boulder,CO,,720-446-9085,,,,103,103,0.00%
776,Highfive,highfive.com,https://www.linkedin.com/company/highfive-inc,Redwood City,CA,,650.319.7483,,,,109,109,0.00%
777,eFileCabinet,efilecabinet.com,http://www.linkedin.com/company/efilecabinet,Lehi,UT,,801.374.5505,,,,75,75,0.00%
778,Bitnami,bitnami.com,http://www.linkedin.com/company/bitnami,San Francisco,CA,,415-318-3470,,,,73,73,0.00%
779,BrandsEye,brandseye.com,https://www.linkedin.com/company/brandseye,Cape Town,,,27 21 467 5960,,,,85,85,0.00%
780,ReviewTrackers,reviewtrackers.com,http://www.linkedin.com/company/review-trackers,Chicago,IL,,866-854-7670,,,American Family/CSA,50,50,0.00%
781,InetSoft,inetsoft.com,http://www.linkedin.com/company/inetsoft,Piscataway,NJ,,888.216.2353,,,,60,60,0.00%
782,Piktochart,piktochart.com,https://www.linkedin.com/company/piktochart,Bayan Lepas,Penang,,1-229-518-1121,,,,53,53,0.00%
783,XWIKI,xwiki.com,https://www.linkedin.com/company/xwiki,Paris,FRA,,33 (0)1 45 42 40 90,,,,49,49,0.00%
784,crowdSPRING,crowdspring.com,http://www.linkedin.com/company/crowdspring,Chicago,IL,,312.589.6853,,,,57,57,0.00%
785,Core-apps,core-apps.com,http://www.linkedin.com/company/core-apps,Arnold,MD,,443-424-2673,,,,42,42,0.00%
786,Swagbucks,swagbucks.com,http://www.linkedin.com/company/swagbucks,Brooklyn,NY,,877.748.2714,,,,46,46,0.00%
787,Schoology,schoology.com,http://www.linkedin.com/company/schoology,Hastings,,,,,,JMI/FirstMark,279,279,0.00%
788,Salesfusion,Salesfusion.com,http://www.linkedin.com/company/salesfusion,Atlanta,GA,,,,,,54,54,0.00%
789,Autopilot HQ,autopilothq.com,https://www.linkedin.com/company/autopilot-hq,San Francisco,CA,,,http://thisisvest.com/featured-founder/mike-sharkey/,https://www.linkedin.com/pulse/strategies-behind-autopilots-growth-from-0-2000-customers-guy-marion,Blackbird,60,60,0.00%
790,outboundengine,outboundengine.com,http://www.linkedin.com/company/outboundengine,Austin,TX,,,,,S3/Silverton,362,362,0.00%
791,Bright Pattern,brightpattern.com,https://www.linkedin.com/company/bright-pattern-inc-,San Bruno,CA,USA,,,,Aspect,48,48,0.00%
792,Unleashed,unleashedsoftware.com,https://www.linkedin.com/company/unleashed-software,Auckland,NZ,,415 767 5777,,,,77,77,0.00%
793,MediaBeacon,mediabeacon.com,http://www.linkedin.com/company/mediabeacon,Minneapolis,MN,,612.317.0737,,,,48,48,0.00%
794,Pulsar,pulsar-pm.com,http://www.linkedin.com/company/pulsar-process-measurement-ltd,Malvern,Worcestershire,,44--870-603-9112,,,,40,40,0.00%
795,Servoy,servoy.com,http://www.linkedin.com/company/servoy,Amsterdam,NET,,805.624.4959,,,,43,43,0.00%
796,Performance Pro,hrperformancesolutions.net,http://www.linkedin.com/company/hr-performance-solutions,Livonia,MI,,734.793.6314,,,,57,57,0.00%
797,Duo Security,duo.com,http://www.linkedin.com/company/duo-security,Ann Arbor,MI,,734.330.2673,,,Redpoint/GV,697,696,-0.14%
798,Bynder,bynder.com,https://www.linkedin.com/company/bynder,Boston,MA,,857.310.5098,,,Insight,293,292,-0.34%
799,blogdash,blogdash.com,http://www.linkedin.com/company/blogdash.com,New York,NY,,,,,Bootstrapped,293,292,-0.34%
800,AeroHive,aerohive.com,http://www.linkedin.com/company/aerohive-networks,Milipitas,CA,,408.510.6100,,,Apogee/NEA/IVP,553,551,-0.36%
801,Censhare,censhare.com,https://www.linkedin.com/company/censhare-ag,San Francisco,CA,,415.655.6830,,,,263,262,-0.38%
802,Kentico,kentico.com,http://www.linkedin.com/company/kentico-software,Brno,,,866.328.8998,,,Bootstrapped,239,238,-0.42%
803,Visual LANSA,lansa.com,http://www.linkedin.com/company/lansa,Downers Grove,IL,,630.874.7000,,,,185,184,-0.54%
804,Ipower,ipower.com,http://www.linkedin.com/company/ipower,Phoenix,AZ,,888-511-4678,,,,175,174,-0.57%
805,Unanet,unanet.com,https://www.linkedin.com/company/unanet-technologies/,Dulles,VA,USA,703 689 9440,,,Bootstrapped,156,155,-0.64%
806,IgnitionOne,ignitionone.com,http://www.linkedin.com/company/ignitionone,New York,NY,,404-961-9200,,,Horizon/Softbank,331,329,-0.60%
807,Plivo,plivo.com,http://www.linkedin.com/company/plivo-inc,San Francisco,CA,,855-467-5486,,,Y Combinator/Andressen,157,156,-0.64%
808,Deem,deem.com,http://www.linkedin.com/company/deeminc,San Francisco,CA,,415-590-8300,,,PointGuard/JP Morgan,309,307,-0.65%
809,Parallels,parallels.com,http://www.linkedin.com/company/parallels,Renton,WA,,425.282.6400,,,Bessemer,465,462,-0.65%
810,aweber,aweber.com,https://www.linkedin.com/company/aweber-communications-inc-,Chalfont,PA,USA,,,,,138,137,-0.72%
811,Evite,evite.com,http://www.linkedin.com/company/evite,Hollywood,CA,,310-360-2427,,,,131,130,-0.76%
812,ipswitch,ipswitch.com,https://www.linkedin.com/company/ipswitch-inc-,Lexington,MA,,781.676.5700,,,,280,278,-0.71%
813,KeyedIn,keyedin.com,http://www.linkedin.com/company/keyedin-solutions-inc-,Minneapolis,MN,,952.835.1041,,,,121,120,-0.83%
814,HostGator,hostgator.com,https://www.linkedin.com/company/hostgator-com,Houston,TX,,713-574-5287,,,,364,361,-0.82%
815,LevelUp,thelevelup.com,http://www.linkedin.com/company/levelup,Boston,MA,,855-538-3542,,,,217,215,-0.92%
816,SteelHouse,steelhouse.com,http://www.linkedin.com/company/steelhouse,Culver City,CA,,,,,,207,205,-0.97%
817,Talisma,talisma.com,https://www.linkedin.com/company/talisma,Boca Raton,FL,,,,,Oak/Madrona,396,392,-1.01%
818,FusionCharts,FusionCharts.com,https://www.linkedin.com/company/fusioncharts,Kolkata,IND,,,,,,83,82,-1.20%
819,TalentReef,talentreef.com,https://www.linkedin.com/company/talentreef/,Denver,CO,USA,303) 974-4835,,,,165,163,-1.21%
820,leanplum,leanplum.me,https://www.linkedin.com/company/leanplum,San Francisco,CA,,,,,Canaan/Kleiner,238,235,-1.26%
821,Ensighten,ensighten.com,http://www.linkedin.com/company/ensighten,San Jose,CA,,650-249-4712,,,,73,72,-1.37%
822,RingLead,ringlead.com,https://www.linkedin.com/company/ringlead-inc-,Melville,NY,,888-240-8088,,,,72,71,-1.39%
823,Cirrus Insight,cirrusinsight.com,https://www.linkedin.com/company/cirruspath/,Irvine,CA,,949-232-0959,,,,70,69,-1.43%
824,Encompass,encompasscorporation.com,http://www.linkedin.com/company/encompass-corporation,Glasgow,IRE,,0333 772 0002,,,,69,68,-1.45%
825,TrackVia,trackvia.com,http://www.linkedin.com/company/trackvia-inc,Denver,CO,,720-625-3460,,,,70,69,-1.43%
826,NewsCred,newscred.com,http://www.linkedin.com/company/newscred,New York,NY,,212.989.4100,,,,217,214,-1.38%
827,SilkRoad,silkroad.com,http://www.linkedin.com/company/silkroad,Chicago,IL,,312.574.3700,,,Foundation,453,447,-1.32%
828,Planview,planview.com,http://www.linkedin.com/company/planview,Austin,TX,,512.346.8600,,,Insight,697,688,-1.29%
